row_order,requested_concept_code,target_concept_code,concept_code,standard_concept_name,n_code_target,n_code_no_target,n_target_no_code,n_no_code_no_target,n_target_before_code,n_code_before_target
1,30082-Race-2,30082-Race-2,30082-Race-1,Race selected; White,20,385,333,45,333,385
48939,32138-vaccine_factors-3,32138-vaccine_factors-3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),3,14,7,759,7,14
48940,32138-vaccine_factors-4,32138-vaccine_factors-4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),12,5,46,720,46,5
48941,32138-vaccine_factors-5,32138-vaccine_factors-5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,3,763,3,17
48942,32138-vaccine_factors-6,32138-vaccine_factors-6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,2,764,2,17
48943,32138-vaccine_factors-7,32138-vaccine_factors-7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,4,762,4,17
48944,32138-vaccine_factors-8,32138-vaccine_factors-8,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),11,6,31,735,31,6
48945,32138-vaccine_factors-9,32138-vaccine_factors-9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,15,7,759,7,15
48946,32138-vaccine_factors-999,32138-vaccine_factors-999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,17,7,759,7,17
48947,32588-Symptoms_Ill_1,32588-Symptoms_Ill_1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,13,696,13,16
48948,32589-Symptoms_Ill_2,32589-Symptoms_Ill_2,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,709,0,16
48949,32590-Symptoms_Ill_3,32590-Symptoms_Ill_3,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,24,685,24,16
48950,32591-Symptoms_Ill_4,32591-Symptoms_Ill_4,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,7,702,7,16
48951,32592-Symptoms_Ill_5,32592-Symptoms_Ill_5,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,27,682,27,16
48952,32593-Symptoms_Ill_6,32593-Symptoms_Ill_6,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,80,629,80,16
48953,32594-Symptoms_Ill_7,32594-Symptoms_Ill_7,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,42,667,42,15
48954,32595-Symptoms_Ill_8,32595-Symptoms_Ill_8,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,20,689,20,16
48955,32596-Symptoms_Ill_9,32596-Symptoms_Ill_9,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,15,694,15,16
48956,32597-Symptoms_Ill_10,32597-Symptoms_Ill_10,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),2,14,87,622,87,14
48957,32598-Symptoms_Ill_11,32598-Symptoms_Ill_11,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,33,676,33,15
48958,32599-Symptoms_Ill_12,32599-Symptoms_Ill_12,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),3,13,105,604,105,13
48959,32600-Symptoms_Ill_13,32600-Symptoms_Ill_13,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,21,688,21,16
48960,32601-Symptoms_Ill_14,32601-Symptoms_Ill_14,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,9,700,9,16
48961,32602-Symptoms_Ill_15,32602-Symptoms_Ill_15,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,13,696,13,16
48962,32603-Symptoms_Ill_16,32603-Symptoms_Ill_16,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,18,691,18,16
48963,32604-Symptoms_Ill_17,32604-Symptoms_Ill_17,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,36,673,36,16
48964,32605-Symptoms_Ill_18,32605-Symptoms_Ill_18,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,5,704,5,16
48965,32606-Symptoms_Ill_19,32606-Symptoms_Ill_19,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48966,32607-Symptoms_Ill_20,32607-Symptoms_Ill_20,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,709,0,16
48967,32608-Symptoms_Ill_21,32608-Symptoms_Ill_21,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,94,615,94,15
48968,32609-Symptoms_Ill_22,32609-Symptoms_Ill_22,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,709,0,16
48969,32610-Symptoms_Ill_23,32610-Symptoms_Ill_23,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,28,681,28,16
48970,32611-Symptoms_Ill_24,32611-Symptoms_Ill_24,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48971,32612-Symptoms_Ill_25,32612-Symptoms_Ill_25,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,70,639,70,15
48972,32613-Symptoms_Ill_26,32613-Symptoms_Ill_26,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,26,683,26,16
48973,32614-Symptoms_Ill_27,32614-Symptoms_Ill_27,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,707,2,16
48974,32615-Symptoms_Ill_28,32615-Symptoms_Ill_28,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,4,705,4,16
48975,32616-Symptoms_Ill_29,32616-Symptoms_Ill_29,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,22,687,22,16
48976,32617-Symptoms_Ill_30,32617-Symptoms_Ill_30,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,10,699,10,15
48977,32618-Symptoms_Ill_999,32618-Symptoms_Ill_999,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,0,709,0,16
48978,36104-Post_vaccinefactors-1,36104-Post_vaccinefactors-1,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,1,655,1,16
48979,36104-Post_vaccinefactors-10,36104-Post_vaccinefactors-10,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,7,649,7,15
48980,36104-Post_vaccinefactors-11,36104-Post_vaccinefactors-11,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),1,15,10,646,10,15
48981,36104-Post_vaccinefactors-12,36104-Post_vaccinefactors-12,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,10,646,10,16
48982,36104-Post_vaccinefactors-13,36104-Post_vaccinefactors-13,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,3,653,3,16
48983,36104-Post_vaccinefactors-14,36104-Post_vaccinefactors-14,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,2,654,2,16
48984,36104-Post_vaccinefactors-15,36104-Post_vaccinefactors-15,32138-vaccine_factors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),0,16,6,650,6,16
